
asservir Passé simple,j'asservis,tu asservis,il asservit,nous asservîmes,vous asservîtes,ils asservirent
asservir Passé Antérieur,j'eus asservi,tu eus asservi,il eut asservi,nous eûmes asservi,vous eûtes asservi,ils eurent asservi
asservir Impératif Présent,,tu asservis,,nous asservissons,vous asservissez,
asservir Infinitif Présent,j'asservir,tu asservir,il asservir,nous asservir,vous asservir,ils asservir
asservir Participe Présent,j'asservissant,tu asservissant,il asservissant,nous asservissant,vous asservissant,ils asservissant
asservir Participe Passé,j'asservi,tu asservi,il asservi,nous asservi,vous asservi,ils asservi

avenir Présent,,,,,,
avenir Passé Composé,,,,,,
avenir Imparfait,,,,,,
avenir Plus-que-parfait,,,,,,
avenir Futur Simple,,,,,,
avenir Futur Antérieur,,,,,,
avenir Conditionnel Présent,,,,,,
avenir Conditionnel Passé,,,,,,
avenir Subjonctif Présent,,,,,,
avenir Subjonctif Passé,,,,,,
avenir Subjonctif Imparfait,,,,,,
avenir Subjonctif Plus-que-parfait,,,,,,
avenir Passé simple,,,,,,
avenir Passé Antérieur,,,,,,
avenir Impératif Présent,,,,,,
avenir Infinitif Présent,j'avenir,tu avenir,il avenir,nous avenir,vous avenir,ils avenir
avenir Participe Présent,j'avenant,tu avenant,il avenant,nous avenant,vous avenant,ils avenant
avenir Participe Passé,,,,,,

avoir Présent,j'ai,tu as,il a,nous avons,vous avez,ils ont
avoir Passé Composé,j'ai eu,tu as eu,il a eu,nous avons eu,vous avez eu,ils ont eu
avoir Imparfait,j'avais,tu avais,il avait,nous avions,vous aviez,ils avaient
avoir Plus-que-parfait,j'avais eu,tu avais eu,il avait eu,nous avions eu,vous aviez eu,ils avaient eu
avoir Futur Simple,j'aurai,tu auras,il aura,nous aurons,vous aurez,ils auront
avoir Futur Antérieur,j'aurai eu,tu auras eu,il aura eu,nous aurons eu,vous aurez eu,ils auront eu
avoir Conditionnel Présent,j'aurais,tu aurais,il aurait,nous aurions,vous auriez,ils auraient
avoir Conditionnel Passé,j'aurais eu,tu aurais eu,il aurait eu,nous aurions eu,vous auriez eu,ils auraient eu
avoir Subjonctif Présent,que j'aie,que tu aies,qu'il ait,que nous ayons,que vous ayez,qu'ils aient
avoir Subjonctif Passé,que j'aie eu,que tu aies eu,qu'il ait eu,que nous ayons eu,que vous ayez eu,qu'ils aient eu
avoir Subjonctif Imparfait,que j'eusse,que tu eusses,qu'il eût,que nous eussions,que vous eussiez,qu'ils eussent
avoir Subjonctif Plus-que-parfait,que j'eusse eu,que tu eusses eu,qu'il eût eu,que nous eussions eu,que vous eussiez eu,qu'ils eussent eu
avoir Passé simple,j'eus,tu eus,il eut,nous eûmes,vous eûtes,ils eurent
avoir Passé Antérieur,j'eus eu,tu eus eu,il eut eu,nous eûmes eu,vous eûtes eu,ils eurent eu
avoir Impératif Présent,,tu aie,,nous ayons,vous ayez,
avoir Infinitif Présent,j'avoir,tu avoir,il avoir,nous avoir,vous avoir,ils avoir
avoir Participe Présent,j'ayant,tu ayant,il ayant,nous ayant,vous ayant,ils ayant
avoir Participe Passé,j'eu,tu eu,il eu,nous eu,vous eu,ils eu

bienvenir Présent,,,,,,
bienvenir Passé Composé,j'ai bienvenu,tu as bienvenu,il a bienvenu,nous avons bienvenu,vous avez bienvenu,ils ont bienvenu
bienvenir Imparfait,,,,,,
bienvenir Plus-que-parfait,j'avais bienvenu,tu avais bienvenu,il avait bienvenu,nous avions bienvenu,vous aviez bienvenu,ils avaient bienvenu
bienvenir Futur Simple,,,,,,
bienvenir Futur Antérieur,j'aurai bienvenu,tu auras bienvenu,il aura bienvenu,nous aurons bienvenu,vous aurez bienvenu,ils auront bienvenu
bienvenir Conditionnel Présent,,,,,,
bienvenir Conditionnel Passé,j'aurais bienvenu,tu aurais bienvenu,il aurait bienvenu,nous aurions bienvenu,vous auriez bienvenu,ils auraient bienvenu
bienvenir Subjonctif Présent,,,,,,
bienvenir Subjonctif Passé,que j'aie bienvenu,que tu aies bienvenu,qu'il ait bienvenu,que nous ayons bienvenu,que vous ayez bienvenu,qu'ils aient bienvenu
bienvenir Subjonctif Imparfait,,,,,,
bienvenir Subjonctif Plus-que-parfait,que j'eusse bienvenu,que tu eusses bienvenu,qu'il eût bienvenu,que nous eussions bienvenu,que vous eussiez bienvenu,qu'ils eussent bienvenu
bienvenir Passé simple,,,,,,
bienvenir Passé Antérieur,j'eus bienvenu,tu eus bienvenu,il eut bienvenu,nous eûmes bienvenu,vous eûtes bienvenu,ils eurent bienvenu
bienvenir Impératif Présent,,,,,,
bienvenir Infinitif Présent,je bienvenir,tu bienvenir,il bienvenir,nous bienvenir,vous bienvenir,ils bienvenir
bienvenir Participe Présent,,,,,,
bienvenir Participe Passé,je bienvenu,tu bienvenu,il bienvenu,nous bienvenu,vous bienvenu,ils bienvenu

bénir Présent,je bénis,tu bénis,il bénit,nous bénissons,vous bénissez,ils bénissent
bénir Passé Composé,j'ai béni|bénit,tu as béni|bénit,il a béni|bénit,nous avons béni|bénit,vous avez béni|bénit,ils ont béni|bénit
bénir Imparfait,je bénissais,tu bénissais,il bénissait,nous bénissions,vous bénissiez,ils bénissaient
bénir Plus-que-parfait,j'avais béni|bénit,tu avais béni|bénit,il avait béni|bénit,nous avions béni|bénit,vous aviez béni|bénit,ils avaient béni|bénit
bénir Futur Simple,je bénirai,tu béniras,il bénira,nous bénirons,vous bénirez,ils béniront
bénir Futur Antérieur,j'aurai béni|bénit,tu auras béni|bénit,il aura béni|bénit,nous aurons béni|bénit,vous aurez béni|bénit,ils auront béni|bénit
bénir Conditionnel Présent,je bénirais,tu bénirais,il bénirait,nous bénirions,vous béniriez,ils béniraient
bénir Conditionnel Passé,j'aurais béni|bénit,tu aurais béni|bénit,il aurait béni|bénit,nous aurions béni|bénit,vous auriez béni|bénit,ils auraient béni|bénit
bénir Subjonctif Présent,que je bénisse,que tu bénisses,qu'il bénisse,que nous bénissions,que vous bénissiez,qu'ils bénissent
bénir Subjonctif Passé,que j'aie béni|bénit,que tu aies béni|bénit,qu'il ait béni|bénit,que nous ayons béni|bénit,que vous ayez béni|bénit,qu'ils aient béni|bénit
bénir Subjonctif Imparfait,que je bénisse,que tu bénisses,qu'il bénît,que nous bénissions,que vous bénissiez,qu'ils bénissent
bénir Subjonctif Plus-que-parfait,que j'eusse béni|bénit,que tu eusses béni|bénit,qu'il eût béni|bénit,que nous eussions béni|bénit,que vous eussiez béni|bénit,qu'ils eussent béni|bénit
bénir Passé simple,je bénis,tu bénis,il bénit,nous bénîmes,vous bénîtes,ils bénirent
bénir Passé Antérieur,j'eus béni|bénit,tu eus béni|bénit,il eut béni|bénit,nous eûmes béni|bénit,vous eûtes béni|bénit,ils eurent béni|bénit
bénir Impératif Présent,,tu bénis,,nous bénissons,vous bénissez,
bénir Infinitif Présent,je bénir,tu bénir,il bénir,nous bénir,vous bénir,ils bénir
bénir Participe Présent,je bénissant,tu bénissant,il bénissant,nous bénissant,vous bénissant,ils bénissant
bénir Participe Passé,je béni|bénit,tu béni|bénit,il béni|bénit,nous béni|bénit,vous béni|bénit,ils béni|bénit

chaloir Présent,,,il chaut,,,
chaloir Passé Composé,,,,,,
chaloir Imparfait,,,,,,
chaloir Plus-que-parfait,,,,,,
chaloir Futur Simple,,,,,,
chaloir Futur Antérieur,,,,,,
chaloir Conditionnel Présent,,,,,,
chaloir Conditionnel Passé,,,,,,
chaloir Subjonctif Présent,,,,,,
chaloir Subjonctif Passé,,,,,,
chaloir Subjonctif Imparfait,,,,,,
chaloir Subjonctif Plus-que-parfait,,,,,,
chaloir Passé simple,,,,,,
chaloir Passé Antérieur,,,,,,
chaloir Impératif Présent,,,,,,
chaloir Infinitif Présent,je chaloir,tu chaloir,il chaloir,nous chaloir,vous chaloir,ils chaloir
chaloir Participe Présent,,,,,,
chaloir Participe Passé,,,,,,

choir Présent,je chois,tu chois,il choit,nous chons,vous choyez,ils choient
choir Passé Composé,j'ai chu,tu as chu,il a chu,nous avons chu,vous avez chu,ils ont chu
choir Imparfait,,,,,,
choir Plus-que-parfait,j'avais chu,tu avais chu,il avait chu,nous avions chu,vous aviez chu,ils avaient chu
choir Futur Simple,je choirai|cherrai,tu choiras|cherras,il choira|cherra,nous choirons|cherrons,vous choirez|cherrez,ils choiront|cherront
choir Futur Antérieur,j'aurai chu,tu auras chu,il aura chu,nous aurons chu,vous aurez chu,ils auront chu
choir Conditionnel Présent,je choirais|cherrais,tu choirais|cherrais,il choirait|cherrait,nous choirions|cherrions,vous choiriez|cherriez,ils choiraient|cherraient
choir Conditionnel Passé,j'aurais chu,tu aurais chu,il aurait chu,nous aurions chu,vous auriez chu,ils auraient chu
choir Subjonctif Présent,,,,,,
choir Subjonctif Passé,que j'aie chu,que tu aies chu,qu'il ait chu,que nous ayons chu,que vous ayez chu,qu'ils aient chu
choir Subjonctif Imparfait,,,qu'il chût,,,
choir Subjonctif Plus-que-parfait,que j'eusse chu,que tu eusses chu,qu'il eût chu,que nous eussions chu,que vous eussiez chu,qu'ils eussent chu
choir Passé simple,je chus,tu chus,il chut,nous chûmes,vous chûtes,ils churent
choir Passé Antérieur,j'eus chu,tu eus chu,il eut chu,nous eûmes chu,vous eûtes chu,ils eurent chu
choir Impératif Présent,,,,,,
choir Infinitif Présent,je choir,tu choir,il choir,nous choir,vous choir,ils choir
choir Participe Présent,,,,,,
choir Participe Passé,je chu,tu chu,il chu,nous chu,vous chu,ils chu

circonvenir Présent,je circonviens,tu circonviens,il circonvient,nous circonvenons,vous circonvenez,ils circonviennent
circonvenir Passé Composé,j'ai circonvenu,tu as circonvenu,il a circonvenu,nous avons circonvenu,vous avez circonvenu,ils ont circonvenu
circonvenir Imparfait,je circonvenais,tu circonvenais,il circonvenait,nous circonvenions,vous circonveniez,ils circonvenaient
circonvenir Plus-que-parfait,j'avais circonvenu,tu avais circonvenu,il avait circonvenu,nous avions circonvenu,vous aviez circonvenu,ils avaient circonvenu
circonvenir Futur Simple,je circonviendrai,tu circonviendras,il circonviendra,nous circonviendrons,vous circonviendrez,ils circonviendront
circonvenir Futur Antérieur,j'aurai circonvenu,tu auras circonvenu,il aura circonvenu,nous aurons circonvenu,vous aurez circonvenu,ils auront circonvenu
circonvenir Conditionnel Présent,je circonviendrais,tu circonviendrais,il circonviendrait,nous circonviendrions,vous circonviendriez,ils circonviendraient
circonvenir Conditionnel Passé,j'aurais circonvenu,tu aurais circonvenu,il aurait circonvenu,nous aurions circonvenu,vous auriez circonvenu,ils auraient circonvenu
circonvenir Subjonctif Présent,que je circonvienne,que tu circonviennes,qu'il circonvienne,que nous circonvenions,que vous circonveniez,qu'ils circonviennent
circonvenir Subjonctif Passé,que j'aie circonvenu,que tu aies circonvenu,qu'il ait circonvenu,que nous ayons circonvenu,que vous ayez circonvenu,qu'ils aient circonvenu
circonvenir Subjonctif Imparfait,que je circonvinsse,que tu circonvinsses,qu'il circonvînt,que nous circonvinssions,que vous circonvinssiez,qu'ils circonvinssent
circonvenir Subjonctif Plus-que-parfait,que j'eusse circonvenu,que tu eusses circonvenu,qu'il eût circonvenu,que nous eussions circonvenu,que vous eussiez circonvenu,qu'ils eussent circonvenu
circonvenir Passé simple,je circonvins,tu circonvins,il circonvint,nous circonvînmes,vous circonvîntes,ils circonvinrent
circonvenir Passé Antérieur,j'eus circonvenu,tu eus circonvenu,il eut circonvenu,nous eûmes circonvenu,vous eûtes circonvenu,ils eurent circonvenu
circonvenir Impératif Présent,,tu circonviens,,nous circonvenons,vous circonvenez,
circonvenir Infinitif Présent,je circonvenir,tu circonvenir,il circonvenir,nous circonvenir,vous circonvenir,ils circonvenir
circonvenir Participe Présent,je circonvenant,tu circonvenant,il circonvenant,nous circonvenant,vous circonvenant,ils circonvenant
circonvenir Participe Passé,je circonvenu,tu circonvenu,il circonvenu,nous circonvenu,vous circonvenu,ils circonvenu

convenir Présent,je conviens,tu conviens,il convient,nous convenons,vous convenez,ils conviennent
convenir Passé Composé,j'ai convenu,tu as convenu,il a convenu,nous avons convenu,vous avez convenu,ils ont convenu
convenir Imparfait,je convenais,tu convenais,il convenait,nous convenions,vous conveniez,ils convenaient
convenir Plus-que-parfait,j'avais convenu,tu avais convenu,il avait convenu,nous avions convenu,vous aviez convenu,ils avaient convenu
convenir Futur Simple,je conviendrai,tu conviendras,il conviendra,nous conviendrons,vous conviendrez,ils conviendront
convenir Futur Antérieur,j'aurai convenu,tu auras convenu,il aura convenu,nous aurons convenu,vous aurez convenu,ils auront convenu
convenir Conditionnel Présent,je conviendrais,tu conviendrais,il conviendrait,nous conviendrions,vous conviendriez,ils conviendraient
convenir Conditionnel Passé,j'aurais convenu,tu aurais convenu,il aurait convenu,nous aurions convenu,vous auriez convenu,ils auraient convenu
convenir Subjonctif Présent,que je convienne,que tu conviennes,qu'il convienne,que nous convenions,que vous conveniez,qu'ils conviennent
convenir Subjonctif Passé,que j'aie convenu,que tu aies convenu,qu'il ait convenu,que nous ayons convenu,que vous ayez convenu,qu'ils aient convenu
convenir Subjonctif Imparfait,que je convinsse,que tu convinsses,qu'il convînt,que nous convinssions,que vous convinssiez,qu'ils convinssent
convenir Subjonctif Plus-que-parfait,que j'eusse convenu,que tu eusses convenu,qu'il eût convenu,que nous eussions convenu,que vous eussiez convenu,qu'ils eussent convenu
convenir Passé simple,je convins,tu convins,il convint,nous convînmes,vous convîntes,ils convinrent
convenir Passé Antérieur,j'eus convenu,tu eus convenu,il eut convenu,nous eûmes convenu,vous eûtes convenu,ils eurent convenu
convenir Impératif Présent,,tu conviens,,nous convenons,vous convenez,
convenir Infinitif Présent,je convenir,tu convenir,il convenir,nous convenir,vous convenir,ils convenir
convenir Participe Présent,je convenant,tu convenant,il convenant,nous convenant,vous convenant,ils convenant
convenir Participe Passé,je convenu,tu convenu,il convenu,nous convenu,vous convenu,ils convenu

déchoir Présent,je déchois,tu déchois,il déchoit|déchet,nous déchoyons,vous déchoyez,ils déchoient
déchoir Passé Composé,j'ai déchu,tu as déchu,il a déchu,nous avons déchu,vous avez déchu,ils ont déchu
déchoir Imparfait,,,,,,
déchoir Plus-que-parfait,j'avais déchu,tu avais déchu,il avait déchu,nous avions déchu,vous aviez déchu,ils avaient déchu
déchoir Futur Simple,je déchoirai|décherrai,tu déchoiras|décherras,il déchoira|décherra,nous déchoirons|décherrons,vous déchoirez|décherrez,ils déchoiront|décherront
déchoir Futur Antérieur,j'aurai déchu,tu auras déchu,il aura déchu,nous aurons déchu,vous aurez déchu,ils auront déchu
déchoir Conditionnel Présent,je déchoirais|décherrais,tu déchoirais|décherrais,il déchoirait|décherrait,nous déchoirions|décherrions,vous déchoiriez|décherriez,ils déchoiraient|décherraient
déchoir Conditionnel Passé,j'aurais déchu,tu aurais déchu,il aurait déchu,nous aurions déchu,vous auriez déchu,ils auraient déchu
déchoir Subjonctif Présent,que je déchoie,que tu déchoies,qu'il déchoie,que nous déchoyions,que vous déchoyiez,qu'ils déchoient
déchoir Subjonctif Passé,que j'aie déchu,que tu aies déchu,qu'il ait déchu,que nous ayons déchu,que vous ayez déchu,qu'ils aient déchu
déchoir Subjonctif Imparfait,que je déchusse,que tu déchusses,qu'il déchût,que nous déchussions,que vous déchussiez,qu'ils déchussent
déchoir Subjonctif Plus-que-parfait,que j'eusse déchu,que tu eusses déchu,qu'il eût déchu,que nous eussions déchu,que vous eussiez déchu,qu'ils eussent déchu
déchoir Passé simple,je déchus,tu déchus,il déchut,nous déchûmes,vous déchûtes,ils déchurent
déchoir Passé Antérieur,j'eus déchu,tu eus déchu,il eut déchu,nous eûmes déchu,vous eûtes déchu,ils eurent déchu
déchoir Impératif Présent,,,,,,
déchoir Infinitif Présent,je déchoir,tu déchoir,il déchoir,nous déchoir,vous déchoir,ils déchoir
déchoir Participe Présent,,,,,,
déchoir Participe Passé,je déchu,tu déchu,il déchu,nous déchu,vous déchu,ils déchu

défaillir Présent,je défaille|défaus,tu défailles|défaus,il défaille|défaut,nous défaillons,vous défaillez,ils défaillent
défaillir Passé Composé,j'ai défailli,tu as défailli,il a défailli,nous avons défailli,vous avez défailli,ils ont défailli
défaillir Imparfait,je défaillais,tu défaillais,il défaillait,nous défaillions,vous défailliez,ils défaillaient
défaillir Plus-que-parfait,j'avais défailli,tu avais défailli,il avait défailli,nous avions défailli,vous aviez défailli,ils avaient défailli
défaillir Futur Simple,je défaillirai|défaudrai,tu défailliras|défaudras,il défaillira|défaudra,nous défaillirons,vous défaillirez,ils défailliront
défaillir Futur Antérieur,j'aurai défailli,tu auras défailli,il aura défailli,nous aurons défailli,vous aurez défailli,ils auront défailli
défaillir Conditionnel Présent,je défaillirais,tu défaillirais,il défaillirait,nous défaillirions,vous défailliriez,ils défailliraient
défaillir Conditionnel Passé,j'aurais défailli,tu aurais défailli,il aurait défailli,nous aurions défailli,vous auriez défailli,ils auraient défailli
défaillir Subjonctif Présent,que je défaille,que tu défailles,qu'il défaille,que nous défaillions,que vous défailliez,qu'ils défaillent
défaillir Subjonctif Passé,que j'aie défailli,que tu aies défailli,qu'il ait défailli,que nous ayons défailli,que vous ayez défailli,qu'ils aient défailli
défaillir Subjonctif Imparfait,que je défaillisse,que tu défaillisses,qu'il défaillît,que nous défaillissions,que vous défaillissiez,qu'ils défaillissent
défaillir Subjonctif Plus-que-parfait,que j'eusse défailli,que tu eusses défailli,qu'il eût défailli,que nous eussions défailli,que vous eussiez défailli,qu'ils eussent défailli
défaillir Passé simple,je défaillis,tu défaillis,il défaillit,nous défaillîmes,vous défaillîtes,ils défaillirent
défaillir Passé Antérieur,j'eus défailli,tu eus défailli,il eut défailli,nous eûmes défailli,vous eûtes défailli,ils eurent défailli
défaillir Impératif Présent,,tu défaille,,nous défaillons,vous défaillez,
défaillir Infinitif Présent,je défaillir,tu défaillir,il défaillir,nous défaillir,vous défaillir,ils défaillir
défaillir Participe Présent,je défaillant,tu défaillant,il défaillant,nous défaillant,vous défaillant,ils défaillant
défaillir Participe Passé,je défailli,tu défailli,il défailli,nous défailli,vous défailli,ils défailli

départir Présent,je dépars,tu dépars,il départ|départit,nous départons,vous départez,ils départent
départir Passé Composé,j'ai départi,tu as départi,il a départi,nous avons départi,vous avez départi,ils ont départi
départir Imparfait,je départais,tu départais,il départait|départissait,nous départions,vous départiez,ils départaient
départir Plus-que-parfait,j'avais départi,tu avais départi,il avait départi,nous avions départi,vous aviez départi,ils avaient départi
départir Futur Simple,je départirai,tu départiras,il départira,nous départirons,vous départirez,ils départiront
départir Futur Antérieur,j'aurai départi,tu auras départi,il aura départi,nous aurons départi,vous aurez départi,ils auront départi
départir Conditionnel Présent,je départirais,tu départirais,il départirait,nous départirions,vous départiriez,ils départiraient
départir Conditionnel Passé,j'aurais départi,tu aurais départi,il aurait départi,nous aurions départi,vous auriez départi,ils auraient départi
départir Subjonctif Présent,que je départe,que tu départes,qu'il départe,que nous départions,que vous départiez,qu'ils départent
départir Subjonctif Passé,que j'aie départi,que tu aies départi,qu'il ait départi,que nous ayons départi,que vous ayez départi,qu'ils aient départi
départir Subjonctif Imparfait,que je départisse,que tu départisses,qu'il départît,que nous départissions,que vous départissiez,qu'ils départissent
départir Subjonctif Plus-que-parfait,que j'eusse départi,que tu eusses départi,qu'il eût départi,que nous eussions départi,que vous eussiez départi,qu'ils eussent départi
départir Passé simple,je départis,tu départis,il départit,nous départîmes,vous départîtes,ils départirent
départir Passé Antérieur,j'eus départi,tu eus départi,il eut départi,nous eûmes départi,vous eûtes départi,ils eurent départi
départir Impératif Présent,,tu dépars,,nous départons,vous départez,
départir Infinitif Présent,je départir,tu départir,il départir,nous départir,vous départir,ils départir
départir Participe Présent,je départant|départissant,tu départant|départissant,il départant|départissant,nous départant|départissant,vous départant|départissant,ils départant|départissant
départir Participe Passé,je départi,tu départi,il départi,nous départi,vous départi,ils départi

dépourvoir Présent,,,,,,
dépourvoir Passé Composé,j'ai dépourvu,tu as dépourvu,il a dépourvu,nous avons dépourvu,vous avez dépourvu,ils ont dépourvu
dépourvoir Imparfait,,,,,,
dépourvoir Plus-que-parfait,j'avais dépourvu,tu avais dépourvu,il avait dépourvu,nous avions dépourvu,vous aviez dépourvu,ils avaient dépourvu
dépourvoir Futur Simple,,,,,,
dépourvoir Futur Antérieur,j'aurai dépourvu,tu auras dépourvu,il aura dépourvu,nous aurons dépourvu,vous aurez dépourvu,ils auront dépourvu
dépourvoir Conditionnel Présent,,,,,,
dépourvoir Conditionnel Passé,j'aurais dépourvu,tu aurais dépourvu,il aurait dépourvu,nous aurions dépourvu,vous auriez dépourvu,ils auraient dépourvu
dépourvoir Subjonctif Présent,,,,,,
dépourvoir Subjonctif Passé,que j'aie dépourvu,que tu aies dépourvu,qu'il ait dépourvu,que nous ayons dépourvu,que vous ayez dépourvu,qu'ils aient dépourvu
dépourvoir Subjonctif Imparfait,,,,,,
dépourvoir Subjonctif Plus-que-parfait,que j'eusse dépourvu,que tu eusses dépourvu,qu'il eût dépourvu,que nous eussions dépourvu,que vous eussiez dépourvu,qu'ils eussent dépourvu
dépourvoir Passé simple,je dépourvus,tu dépourvus,il dépourvut,nous dépourvûmes,vous dépourvûtes,ils dépourvurent
dépourvoir Passé Antérieur,j'eus dépourvu,tu eus dépourvu,il eut dépourvu,nous eûmes dépourvu,vous eûtes dépourvu,ils eurent dépourvu
dépourvoir Impératif Présent,,,,,,
dépourvoir Infinitif Présent,je dépourvoir,tu dépourvoir,il dépourvoir,nous dépourvoir,vous dépourvoir,ils dépourvoir
dépourvoir Participe Présent,,,,,,
dépourvoir Participe Passé,je dépourvu,tu dépourvu,il dépourvu,nous dépourvu,vous dépourvu,ils dépourvu

faillir Présent,je faille|faux,tu failles|faux,il faille|faut,nous faillons,vous faillez,ils faillent
faillir Passé Composé,j'ai failli,tu as failli,il a failli,nous avons failli,vous avez failli,ils ont failli
faillir Imparfait,je faillais,tu faillais,il faillait,nous faillions,vous failliez,ils faillaient
faillir Plus-que-parfait,j'avais failli,tu avais failli,il avait failli,nous avions failli,vous aviez failli,ils avaient failli
faillir Futur Simple,je faillirai|faudrai,tu failliras|faudras,il faillira|faudra,nous faillirons,vous faillirez,ils failliront
faillir Futur Antérieur,j'aurai failli,tu auras failli,il aura failli,nous aurons failli,vous aurez failli,ils auront failli
faillir Conditionnel Présent,je faillirais|faudrais,tu faillirais,il faillirait,nous faillirions,vous failliriez,ils failliraient
faillir Conditionnel Passé,j'aurais failli,tu aurais failli,il aurait failli,nous aurions failli,vous auriez failli,ils auraient failli
faillir Subjonctif Présent,que je faille,que tu failles,qu'il faille,que nous faillions,que vous failliez,qu'ils faillent
faillir Subjonctif Passé,que j'aie failli,que tu aies failli,qu'il ait failli,que nous ayons failli,que vous ayez failli,qu'ils aient failli
faillir Subjonctif Imparfait,que je faillisse,que tu faillisses,qu'il faillît,que nous faillissions,que vous faillissiez,qu'ils faillissent
faillir Subjonctif Plus-que-parfait,que j'eusse failli,que tu eusses failli,qu'il eût failli,que nous eussions failli,que vous eussiez failli,qu'ils eussent failli
faillir Passé simple,je faillis,tu faillis,il faillit,nous faillîmes,vous faillîtes,ils faillirent
faillir Passé Antérieur,j'eus failli,tu eus failli,il eut failli,nous eûmes failli,vous eûtes failli,ils eurent failli
faillir Impératif Présent,,tu faille,,nous faillons,vous faillez,
faillir Infinitif Présent,je faillir,tu faillir,il faillir,nous faillir,vous faillir,ils faillir
faillir Participe Présent,je faillant,tu faillant,il faillant,nous faillant,vous faillant,ils faillant
faillir Participe Passé,je failli,tu failli,il failli,nous failli,vous failli,ils failli

falloir Présent,,,il faut,,,
falloir Passé Composé,j'ai fallu,tu as fallu,il a fallu,nous avons fallu,vous avez fallu,ils ont fallu
falloir Imparfait,,,il fallait,,,
falloir Plus-que-parfait,j'avais fallu,tu avais fallu,il avait fallu,nous avions fallu,vous aviez fallu,ils avaient fallu
falloir Futur Simple,,,il faudra,,,
falloir Futur Antérieur,j'aurai fallu,tu auras fallu,il aura fallu,nous aurons fallu,vous aurez fallu,ils auront fallu
falloir Conditionnel Présent,,,il faudrait,,,
falloir Conditionnel Passé,j'aurais fallu,tu aurais fallu,il aurait fallu,nous aurions fallu,vous auriez fallu,ils auraient fallu
falloir Subjonctif Présent,,,qu'il faille,,,
falloir Subjonctif Passé,que j'aie fallu,que tu aies fallu,qu'il ait fallu,que nous ayons fallu,que vous ayez fallu,qu'ils aient fallu
falloir Subjonctif Imparfait,,,qu'il fallût,,,
falloir Subjonctif Plus-que-parfait,que j'eusse fallu,que tu eusses fallu,qu'il eût fallu,que nous eussions fallu,que vous eussiez fallu,qu'ils eussent fallu
falloir Passé simple,,,il fallut,,,
falloir Passé Antérieur,j'eus fallu,tu eus fallu,il eut fallu,nous eûmes fallu,vous eûtes fallu,ils eurent fallu
falloir Impératif Présent,,,,,,
falloir Infinitif Présent,je falloir,tu falloir,il falloir,nous falloir,vous falloir,ils falloir
falloir Participe Présent,,,,,,
falloir Participe Passé,je fallu,tu fallu,il fallu,nous fallu,vous fallu,ils fallu

férir Présent,,,,,,
férir Passé Composé,j'ai féru,tu as féru,il a féru,nous avons féru,vous avez féru,ils ont féru
férir Imparfait,,,,,,
férir Plus-que-parfait,j'avais féru,tu avais féru,il avait féru,nous avions féru,vous aviez féru,ils avaient féru
férir Futur Simple,,,,,,
férir Futur Antérieur,j'aurai féru,tu auras féru,il aura féru,nous aurons féru,vous aurez féru,ils auront féru
férir Conditionnel Présent,,,,,,
férir Conditionnel Passé,j'aurais féru,tu aurais féru,il aurait féru,nous aurions féru,vous auriez féru,ils auraient féru
férir Subjonctif Présent,,,,,,
férir Subjonctif Passé,que j'aie féru,que tu aies féru,qu'il ait féru,que nous ayons féru,que vous ayez féru,qu'ils aient féru
férir Subjonctif Imparfait,,,,,,
férir Subjonctif Plus-que-parfait,que j'eusse féru,que tu eusses féru,qu'il eût féru,que nous eussions féru,que vous eussiez féru,qu'ils eussent féru
férir Passé simple,,,,,,
férir Passé Antérieur,j'eus féru,tu eus féru,il eut féru,nous eûmes féru,vous eûtes féru,ils eurent féru
férir Impératif Présent,,,,,,
férir Infinitif Présent,je férir,tu férir,il férir,nous férir,vous férir,ils férir
férir Participe Présent,,,,,,
férir Participe Passé,je féru,tu féru,il féru,nous féru,vous féru,ils féru

gésir Présent,je gis,tu gis,il gît,nous gisons,vous gisez,ils gisent
gésir Passé Composé,,,,,,
gésir Imparfait,je gisais,tu gisais,il gisait,nous gisions,vous gisiez,ils gisaient
gésir Plus-que-parfait,,,,,,
gésir Futur Simple,,,,,,
gésir Futur Antérieur,,,,,,
gésir Conditionnel Présent,,,,,,
gésir Conditionnel Passé,,,,,,
gésir Subjonctif Présent,,,,,,
gésir Subjonctif Passé,,,,,,
gésir Subjonctif Imparfait,,,,,,
gésir Subjonctif Plus-que-parfait,,,,,,
gésir Passé simple,,,,,,
gésir Passé Antérieur,,,,,,
gésir Impératif Présent,,,,,,
gésir Infinitif Présent,je gésir,tu gésir,il gésir,nous gésir,vous gésir,ils gésir
gésir Participe Présent,je gisant,tu gisant,il gisant,nous gisant,vous gisant,ils gisant
gésir Participe Passé,,,,,,

huir Présent,j'huis,tu huis,il huit,nous huissons,vous huissez,ils huissent
huir Passé Composé,j'ai hui,tu as hui,il a hui,nous avons hui,vous avez hui,ils ont hui
huir Imparfait,,,,,,
huir Plus-que-parfait,j'avais hui,tu avais hui,il avait hui,nous avions hui,vous aviez hui,ils avaient hui
huir Futur Simple,,,,,,
huir Futur Antérieur,j'aurai hui,tu auras hui,il aura hui,nous aurons hui,vous aurez hui,ils auront hui
huir Conditionnel Présent,,,,,,
huir Conditionnel Passé,j'aurais hui,tu aurais hui,il aurait hui,nous aurions hui,vous auriez hui,ils auraient hui
huir Subjonctif Présent,,,,,,
