
asseoir Conditionnel Passé,j'aurais assis,tu aurais assis,il aurait assis,nous aurions assis,vous auriez assis,ils auraient assis
asseoir Subjonctif Présent,que j'asseye|assoie,que tu asseyes|assoies,qu'il asseye|assoie,que nous asseyions|assoyions,que vous asseyiez|assoyiez,qu'ils asseyent|assoient
asseoir Subjonctif Passé,que j'aie assis,que tu aies assis,qu'il ait assis,que nous ayons assis,que vous ayez assis,qu'ils aient assis
asseoir Subjonctif Imparfait,que j'assisse,que tu assisses,qu'il assît,que nous assissions,que vous assissiez,qu'ils assissent
asseoir Subjonctif Plus-que-parfait,que j'eusse assis,que tu eusses assis,qu'il eût assis,que nous eussions assis,que vous eussiez assis,qu'ils eussent assis
asseoir Passé simple,j'assis,tu assis,il assit,nous assîmes,vous assîtes,ils assirent
asseoir Passé Antérieur,j'eus assis,tu eus assis,il eut assis,nous eûmes assis,vous eûtes assis,ils eurent assis
asseoir Impératif Présent,,tu assieds|assois,,nous asseyons|assoyons,vous asseyez|assoyez,
asseoir Infinitif Présent,j'asseoir,tu asseoir,il asseoir,nous asseoir,vous asseoir,ils asseoir
asseoir Participe Présent,j'asseyant|assoyant,tu asseyant|assoyant,il asseyant|assoyant,nous asseyant|assoyant,vous asseyant|assoyant,ils asseyant|assoyant
asseoir Participe Passé,j'assis,tu assis,il assis,nous assis,vous assis,ils assis

assoir Présent,j'assois,tu assois,il assoit,nous assoyons,vous assoyez,ils assoient
assoir Passé Composé,j'ai assis,tu as assis,il a assis,nous avons assis,vous avez assis,ils ont assis
assoir Imparfait,j'assoyais,tu assoyais,il assoyait,nous assoyions,vous assoyiez,ils assoyaient
assoir Plus-que-parfait,j'avais assis,tu avais assis,il avait assis,nous avions assis,vous aviez assis,ils avaient assis
assoir Futur Simple,j'assoirai,tu assoiras,il assoira,nous assoirons,vous assoirez,ils assoiront
assoir Futur Antérieur,j'aurai assis,tu auras assis,il aura assis,nous aurons assis,vous aurez assis,ils auront assis
assoir Conditionnel Présent,j'assoirais,tu assoirais,il assoirait,nous assoirions,vous assoiriez,ils assoiraient
assoir Conditionnel Passé,j'aurais assis,tu aurais assis,il aurait assis,nous aurions assis,vous auriez assis,ils auraient assis
assoir Subjonctif Présent,que j'assoie,que tu assoies,qu'il assoie,que nous assoyions,que vous assoyiez,qu'ils assoient
assoir Subjonctif Passé,que j'aie assis,que tu aies assis,qu'il ait assis,que nous ayons assis,que vous ayez assis,qu'ils aient assis
assoir Subjonctif Imparfait,que j'assisse,que tu assisses,qu'il assît,que nous assissions,que vous assissiez,qu'ils assissent
assoir Subjonctif Plus-que-parfait,que j'eusse assis,que tu eusses assis,qu'il eût assis,que nous eussions assis,que vous eussiez assis,qu'ils eussent assis
assoir Passé simple,j'assis,tu assis,il assit,nous assîmes,vous assîtes,ils assirent
assoir Passé Antérieur,j'eus assis,tu eus assis,il eut assis,nous eûmes assis,vous eûtes assis,ils eurent assis
assoir Impératif Présent,,tu assois,,nous assoyons,vous assoyez,
assoir Infinitif Présent,j'assoir,tu assoir,il assoir,nous assoir,vous assoir,ils assoir
assoir Participe Présent,j'assoyant,tu assoyant,il assoyant,nous assoyant,vous assoyant,ils assoyant
assoir Participe Passé,j'assis,tu assis,il assis,nous assis,vous assis,ils assis

bouillir Présent,je bous,tu bous,il bout,nous bouillons,vous bouillez,ils bouillent
bouillir Passé Composé,j'ai bouilli,tu as bouilli,il a bouilli,nous avons bouilli,vous avez bouilli,ils ont bouilli
bouillir Imparfait,je bouillais,tu bouillais,il bouillait,nous bouillions,vous bouilliez,ils bouillaient
bouillir Plus-que-parfait,j'avais bouilli,tu avais bouilli,il avait bouilli,nous avions bouilli,vous aviez bouilli,ils avaient bouilli
bouillir Futur Simple,je bouillirai,tu bouilliras,il bouillira,nous bouillirons,vous bouillirez,ils bouilliront
bouillir Futur Antérieur,j'aurai bouilli,tu auras bouilli,il aura bouilli,nous aurons bouilli,vous aurez bouilli,ils auront bouilli
bouillir Conditionnel Présent,je bouillirais,tu bouillirais,il bouillirait,nous bouillirions,vous bouilliriez,ils bouilliraient
bouillir Conditionnel Passé,j'aurais bouilli,tu aurais bouilli,il aurait bouilli,nous aurions bouilli,vous auriez bouilli,ils auraient bouilli
bouillir Subjonctif Présent,que je bouille,que tu bouilles,qu'il bouille,que nous bouillions,que vous bouilliez,qu'ils bouillent
bouillir Subjonctif Passé,que j'aie bouilli,que tu aies bouilli,qu'il ait bouilli,que nous ayons bouilli,que vous ayez bouilli,qu'ils aient bouilli
bouillir Subjonctif Imparfait,que je bouillisse,que tu bouillisses,qu'il bouillît,que nous bouillissions,que vous bouillissiez,qu'ils bouillissent
bouillir Subjonctif Plus-que-parfait,que j'eusse bouilli,que tu eusses bouilli,qu'il eût bouilli,que nous eussions bouilli,que vous eussiez bouilli,qu'ils eussent bouilli
bouillir Passé simple,je bouillis,tu bouillis,il bouillit,nous bouillîmes,vous bouillîtes,ils bouillirent
bouillir Passé Antérieur,j'eus bouilli,tu eus bouilli,il eut bouilli,nous eûmes bouilli,vous eûtes bouilli,ils eurent bouilli
bouillir Impératif Présent,,tu bous,,nous bouillons,vous bouillez,
bouillir Infinitif Présent,je bouillir,tu bouillir,il bouillir,nous bouillir,vous bouillir,ils bouillir
bouillir Participe Présent,je bouillant,tu bouillant,il bouillant,nous bouillant,vous bouillant,ils bouillant
bouillir Participe Passé,je bouilli,tu bouilli,il bouilli,nous bouilli,vous bouilli,ils bouilli

recevoir Présent,je reçois,tu reçois,il reçoit,nous recevons,vous recevez,ils reçoivent
recevoir Passé Composé,j'ai reçu,tu as reçu,il a reçu,nous avons reçu,vous avez reçu,ils ont reçu
recevoir Imparfait,je recevais,tu recevais,il recevait,nous recevions,vous receviez,ils recevaient
recevoir Plus-que-parfait,j'avais reçu,tu avais reçu,il avait reçu,nous avions reçu,vous aviez reçu,ils avaient reçu
recevoir Futur Simple,je recevrai,tu recevras,il recevra,nous recevrons,vous recevrez,ils recevront
recevoir Futur Antérieur,j'aurai reçu,tu auras reçu,il aura reçu,nous aurons reçu,vous aurez reçu,ils auront reçu
recevoir Conditionnel Présent,je recevrais,tu recevrais,il recevrait,nous recevrions,vous recevriez,ils recevraient
recevoir Conditionnel Passé,j'aurais reçu,tu aurais reçu,il aurait reçu,nous aurions reçu,vous auriez reçu,ils auraient reçu
recevoir Subjonctif Présent,que je reçoive,que tu reçoives,qu'il reçoive,que nous recevions,que vous receviez,qu'ils reçoivent
recevoir Subjonctif Passé,que j'aie reçu,que tu aies reçu,qu'il ait reçu,que nous ayons reçu,que vous ayez reçu,qu'ils aient reçu
recevoir Subjonctif Imparfait,que je reçusse,que tu reçusses,qu'il reçût,que nous reçussions,que vous reçussiez,qu'ils reçussent
recevoir Subjonctif Plus-que-parfait,que j'eusse reçu,que tu eusses reçu,qu'il eût reçu,que nous eussions reçu,que vous eussiez reçu,qu'ils eussent reçu
recevoir Passé simple,je reçus,tu reçus,il reçut,nous reçûmes,vous reçûtes,ils reçurent
recevoir Passé Antérieur,j'eus reçu,tu eus reçu,il eut reçu,nous eûmes reçu,vous eûtes reçu,ils eurent reçu
recevoir Impératif Présent,,tu reçois,,nous recevons,vous recevez,
recevoir Infinitif Présent,je recevoir,tu recevoir,il recevoir,nous recevoir,vous recevoir,ils recevoir
recevoir Participe Présent,je recevant,tu recevant,il recevant,nous recevant,vous recevant,ils recevant
recevoir Participe Passé,je reçu,tu reçu,il reçu,nous reçu,vous reçu,ils reçu

courir Présent,je cours,tu cours,il court,nous courons,vous courez,ils courent
courir Passé Composé,j'ai couru,tu as couru,il a couru,nous avons couru,vous avez couru,ils ont couru
courir Imparfait,je courais,tu courais,il courait,nous courions,vous couriez,ils couraient
courir Plus-que-parfait,j'avais couru,tu avais couru,il avait couru,nous avions couru,vous aviez couru,ils avaient couru
courir Futur Simple,je courrai,tu courras,il courra,nous courrons,vous courrez,ils courront
courir Futur Antérieur,j'aurai couru,tu auras couru,il aura couru,nous aurons couru,vous aurez couru,ils auront couru
courir Conditionnel Présent,je courrais,tu courrais,il courrait,nous courrions,vous courriez,ils courraient
courir Conditionnel Passé,j'aurais couru,tu aurais couru,il aurait couru,nous aurions couru,vous auriez couru,ils auraient couru
courir Subjonctif Présent,que je coure,que tu coures,qu'il coure,que nous courions,que vous couriez,qu'ils courent
courir Subjonctif Passé,que j'aie couru,que tu aies couru,qu'il ait couru,que nous ayons couru,que vous ayez couru,qu'ils aient couru
courir Subjonctif Imparfait,que je courusse,que tu courusses,qu'il courût,que nous courussions,que vous courussiez,qu'ils courussent
courir Subjonctif Plus-que-parfait,que j'eusse couru,que tu eusses couru,qu'il eût couru,que nous eussions couru,que vous eussiez couru,qu'ils eussent couru
courir Passé simple,je courus,tu courus,il courut,nous courûmes,vous courûtes,ils coururent
courir Passé Antérieur,j'eus couru,tu eus couru,il eut couru,nous eûmes couru,vous eûtes couru,ils eurent couru
courir Impératif Présent,,tu cours,,nous courons,vous courez,
courir Infinitif Présent,je courir,tu courir,il courir,nous courir,vous courir,ils courir
courir Participe Présent,je courant,tu courant,il courant,nous courant,vous courant,ils courant
courir Participe Passé,je couru,tu couru,il couru,nous couru,vous couru,ils couru

cueillir Présent,je cueille,tu cueilles,il cueille,nous cueillons,vous cueillez,ils cueillent
cueillir Passé Composé,j'ai cueilli,tu as cueilli,il a cueilli,nous avons cueilli,vous avez cueilli,ils ont cueilli
cueillir Imparfait,je cueillais,tu cueillais,il cueillait,nous cueillions,vous cueilliez,ils cueillaient
cueillir Plus-que-parfait,j'avais cueilli,tu avais cueilli,il avait cueilli,nous avions cueilli,vous aviez cueilli,ils avaient cueilli
cueillir Futur Simple,je cueillerai,tu cueilleras,il cueillera,nous cueillerons,vous cueillerez,ils cueilleront
cueillir Futur Antérieur,j'aurai cueilli,tu auras cueilli,il aura cueilli,nous aurons cueilli,vous aurez cueilli,ils auront cueilli
cueillir Conditionnel Présent,je cueillerais,tu cueillerais,il cueillerait,nous cueillerions,vous cueilleriez,ils cueilleraient
cueillir Conditionnel Passé,j'aurais cueilli,tu aurais cueilli,il aurait cueilli,nous aurions cueilli,vous auriez cueilli,ils auraient cueilli
cueillir Subjonctif Présent,que je cueille,que tu cueilles,qu'il cueille,que nous cueillions,que vous cueilliez,qu'ils cueillent
cueillir Subjonctif Passé,que j'aie cueilli,que tu aies cueilli,qu'il ait cueilli,que nous ayons cueilli,que vous ayez cueilli,qu'ils aient cueilli
cueillir Subjonctif Imparfait,que je cueillisse,que tu cueillisses,qu'il cueillît,que nous cueillissions,que vous cueillissiez,qu'ils cueillissent
cueillir Subjonctif Plus-que-parfait,que j'eusse cueilli,que tu eusses cueilli,qu'il eût cueilli,que nous eussions cueilli,que vous eussiez cueilli,qu'ils eussent cueilli
cueillir Passé simple,je cueillis,tu cueillis,il cueillit,nous cueillîmes,vous cueillîtes,ils cueillirent
cueillir Passé Antérieur,j'eus cueilli,tu eus cueilli,il eut cueilli,nous eûmes cueilli,vous eûtes cueilli,ils eurent cueilli
cueillir Impératif Présent,,tu cueille,,nous cueillons,vous cueillez,
cueillir Infinitif Présent,je cueillir,tu cueillir,il cueillir,nous cueillir,vous cueillir,ils cueillir
cueillir Participe Présent,je cueillant,tu cueillant,il cueillant,nous cueillant,vous cueillant,ils cueillant
cueillir Participe Passé,je cueilli,tu cueilli,il cueilli,nous cueilli,vous cueilli,ils cueilli

devoir Présent,je dois,tu dois,il doit,nous devons,vous devez,ils doivent
devoir Passé Composé,j'ai dû,tu as dû,il a dû,nous avons dû,vous avez dû,ils ont dû
devoir Imparfait,je devais,tu devais,il devait,nous devions,vous deviez,ils devaient
devoir Plus-que-parfait,j'avais dû,tu avais dû,il avait dû,nous avions dû,vous aviez dû,ils avaient dû
devoir Futur Simple,je devrai,tu devras,il devra,nous devrons,vous devrez,ils devront
devoir Futur Antérieur,j'aurai dû,tu auras dû,il aura dû,nous aurons dû,vous aurez dû,ils auront dû
devoir Conditionnel Présent,je devrais,tu devrais,il devrait,nous devrions,vous devriez,ils devraient
devoir Conditionnel Passé,j'aurais dû,tu aurais dû,il aurait dû,nous aurions dû,vous auriez dû,ils auraient dû
devoir Subjonctif Présent,que je doive,que tu doives,qu'il doive,que nous devions,que vous deviez,qu'ils doivent
devoir Subjonctif Passé,que j'aie dû,que tu aies dû,qu'il ait dû,que nous ayons dû,que vous ayez dû,qu'ils aient dû
devoir Subjonctif Imparfait,que je dusse,que tu dusses,qu'il dût,que nous dussions,que vous dussiez,qu'ils dussent
devoir Subjonctif Plus-que-parfait,que j'eusse dû,que tu eusses dû,qu'il eût dû,que nous eussions dû,que vous eussiez dû,qu'ils eussent dû
devoir Passé simple,je dus,tu dus,il dut,nous dûmes,vous dûtes,ils durent
devoir Passé Antérieur,j'eus dû,tu eus dû,il eut dû,nous eûmes dû,vous eûtes dû,ils eurent dû
devoir Impératif Présent,,tu dois,,nous devons,vous devez,
devoir Infinitif Présent,je devoir,tu devoir,il devoir,nous devoir,vous devoir,ils devoir
devoir Participe Présent,je devant,tu devant,il devant,nous devant,vous devant,ils devant
devoir Participe Passé,je dû,tu dû,il dû,nous dû,vous dû,ils dû

endormir Présent,j'endors,tu endors,il endort,nous endormons,vous endormez,ils endorment
endormir Passé Composé,j'ai endormi,tu as endormi,il a endormi,nous avons endormi,vous avez endormi,ils ont endormi
endormir Imparfait,j'endormais,tu endormais,il endormait,nous endormions,vous endormiez,ils endormaient
endormir Plus-que-parfait,j'avais endormi,tu avais endormi,il avait endormi,nous avions endormi,vous aviez endormi,ils avaient endormi
endormir Futur Simple,j'endormirai,tu endormiras,il endormira,nous endormirons,vous endormirez,ils endormiront
endormir Futur Antérieur,j'aurai endormi,tu auras endormi,il aura endormi,nous aurons endormi,vous aurez endormi,ils auront endormi
endormir Conditionnel Présent,j'endormirais,tu endormirais,il endormirait,nous endormirions,vous endormiriez,ils endormiraient
endormir Conditionnel Passé,j'aurais endormi,tu aurais endormi,il aurait endormi,nous aurions endormi,vous auriez endormi,ils auraient endormi
endormir Subjonctif Présent,que j'endorme,que tu endormes,qu'il endorme,que nous endormions,que vous endormiez,qu'ils endorment
endormir Subjonctif Passé,que j'aie endormi,que tu aies endormi,qu'il ait endormi,que nous ayons endormi,que vous ayez endormi,qu'ils aient endormi
endormir Subjonctif Imparfait,que j'endormisse,que tu endormisses,qu'il endormît,que nous endormissions,que vous endormissiez,qu'ils endormissent
endormir Subjonctif Plus-que-parfait,que j'eusse endormi,que tu eusses endormi,qu'il eût endormi,que nous eussions endormi,que vous eussiez endormi,qu'ils eussent endormi
endormir Passé simple,j'endormis,tu endormis,il endormit,nous endormîmes,vous endormîtes,ils endormirent
endormir Passé Antérieur,j'eus endormi,tu eus endormi,il eut endormi,nous eûmes endormi,vous eûtes endormi,ils eurent endormi
endormir Impératif Présent,,tu endors,,nous endormons,vous endormez,
endormir Infinitif Présent,j'endormir,tu endormir,il endormir,nous endormir,vous endormir,ils endormir
endormir Participe Présent,j'endormant,tu endormant,il endormant,nous endormant,vous endormant,ils endormant
endormir Participe Passé,j'endormi,tu endormi,il endormi,nous endormi,vous endormi,ils endormi

dormir Présent,je dors,tu dors,il dort,nous dormons,vous dormez,ils dorment
dormir Passé Composé,j'ai dormi,tu as dormi,il a dormi,nous avons dormi,vous avez dormi,ils ont dormi
dormir Imparfait,je dormais,tu dormais,il dormait,nous dormions,vous dormiez,ils dormaient
dormir Plus-que-parfait,j'avais dormi,tu avais dormi,il avait dormi,nous avions dormi,vous aviez dormi,ils avaient dormi
dormir Futur Simple,je dormirai,tu dormiras,il dormira,nous dormirons,vous dormirez,ils dormiront
dormir Futur Antérieur,j'aurai dormi,tu auras dormi,il aura dormi,nous aurons dormi,vous aurez dormi,ils auront dormi
dormir Conditionnel Présent,je dormirais,tu dormirais,il dormirait,nous dormirions,vous dormiriez,ils dormiraient
dormir Conditionnel Passé,j'aurais dormi,tu aurais dormi,il aurait dormi,nous aurions dormi,vous auriez dormi,ils auraient dormi
dormir Subjonctif Présent,que je dorme,que tu dormes,qu'il dorme,que nous dormions,que vous dormiez,qu'ils dorment
dormir Subjonctif Passé,que j'aie dormi,que tu aies dormi,qu'il ait dormi,que nous ayons dormi,que vous ayez dormi,qu'ils aient dormi
dormir Subjonctif Imparfait,que je dormisse,que tu dormisses,qu'il dormît,que nous dormissions,que vous dormissiez,qu'ils dormissent
dormir Subjonctif Plus-que-parfait,que j'eusse dormi,que tu eusses dormi,qu'il eût dormi,que nous eussions dormi,que vous eussiez dormi,qu'ils eussent dormi
dormir Passé simple,je dormis,tu dormis,il dormit,nous dormîmes,vous dormîtes,ils dormirent
dormir Passé Antérieur,j'eus dormi,tu eus dormi,il eut dormi,nous eûmes dormi,vous eûtes dormi,ils eurent dormi
dormir Impératif Présent,,tu dors,,nous dormons,vous dormez,
dormir Infinitif Présent,je dormir,tu dormir,il dormir,nous dormir,vous dormir,ils dormir
dormir Participe Présent,je dormant,tu dormant,il dormant,nous dormant,vous dormant,ils dormant
dormir Participe Passé,je dormi,tu dormi,il dormi,nous dormi,vous dormi,ils dormi

fuir Présent,je fuis,tu fuis,il fuit,nous fuyons,vous fuyez,ils fuient
fuir Passé Composé,j'ai fui,tu as fui,il a fui,nous avons fui,vous avez fui,ils ont fui
fuir Imparfait,je fuyais,tu fuyais,il fuyait,nous fuyions,vous fuyiez,ils fuyaient
fuir Plus-que-parfait,j'avais fui,tu avais fui,il avait fui,nous avions fui,vous aviez fui,ils avaient fui
fuir Futur Simple,je fuirai,tu fuiras,il fuira,nous fuirons,vous fuirez,ils fuiront
fuir Futur Antérieur,j'aurai fui,tu auras fui,il aura fui,nous aurons fui,vous aurez fui,ils auront fui
fuir Conditionnel Présent,je fuirais,tu fuirais,il fuirait,nous fuirions,vous fuiriez,ils fuiraient
fuir Conditionnel Passé,j'aurais fui,tu aurais fui,il aurait fui,nous aurions fui,vous auriez fui,ils auraient fui
fuir Subjonctif Présent,que je fuie,que tu fuies,qu'il fuie,que nous fuyions,que vous fuyiez,qu'ils fuient
fuir Subjonctif Passé,que j'aie fui,que tu aies fui,qu'il ait fui,que nous ayons fui,que vous ayez fui,qu'ils aient fui
fuir Subjonctif Imparfait,que je fuisse,que tu fuisses,qu'il fuît,que nous fuissions,que vous fuissiez,qu'ils fuissent
fuir Subjonctif Plus-que-parfait,que j'eusse fui,que tu eusses fui,qu'il eût fui,que nous eussions fui,que vous eussiez fui,qu'ils eussent fui
fuir Passé simple,je fuis,tu fuis,il fuit,nous fuîmes,vous fuîtes,ils fuirent
fuir Passé Antérieur,j'eus fui,tu eus fui,il eut fui,nous eûmes fui,vous eûtes fui,ils eurent fui
fuir Impératif Présent,,tu fuis,,nous fuyons,vous fuyez,
fuir Infinitif Présent,je fuir,tu fuir,il fuir,nous fuir,vous fuir,ils fuir
fuir Participe Présent,je fuyant,tu fuyant,il fuyant,nous fuyant,vous fuyant,ils fuyant
fuir Participe Passé,je fui,tu fui,il fui,nous fui,vous fui,ils fui

haïr Présent,je hais,tu hais,il hait,nous haïssons,vous haïssez,ils haïssent
haïr Passé Composé,j'ai haï,tu as haï,il a haï,nous avons haï,vous avez haï,ils ont haï
haïr Imparfait,je haïssais,tu haïssais,il haïssait,nous haïssions,vous haïssiez,ils haïssaient
haïr Plus-que-parfait,j'avais haï,tu avais haï,il avait haï,nous avions haï,vous aviez haï,ils avaient haï
haïr Futur Simple,je haïrai,tu haïras,il haïra,nous haïrons,vous haïrez,ils haïront
haïr Futur Antérieur,j'aurai haï,tu auras haï,il aura haï,nous aurons haï,vous aurez haï,ils auront haï
haïr Conditionnel Présent,je haïrais,tu haïrais,il haïrait,nous haïrions,vous haïriez,ils haïraient
haïr Conditionnel Passé,j'aurais haï,tu aurais haï,il aurait haï,nous aurions haï,vous auriez haï,ils auraient haï
haïr Subjonctif Présent,que je haïsse,que tu haïsses,qu'il haïsse,que nous haïssions,que vous haïssiez,qu'ils haïssent
haïr Subjonctif Passé,que j'aie haï,que tu aies haï,qu'il ait haï,que nous ayons haï,que vous ayez haï,qu'ils aient haï
haïr Subjonctif Imparfait,que je haïsse,que tu haïsses,qu'il haït,que nous haïssions,que vous haïssiez,qu'ils haïssent
haïr Subjonctif Plus-que-parfait,que j'eusse haï,que tu eusses haï,qu'il eût haï,que nous eussions haï,que vous eussiez haï,qu'ils eussent haï
haïr Passé simple,je haïs,tu haïs,il haït,nous haïmes,vous haïtes,ils haïrent
haïr Passé Antérieur,j'eus haï,tu eus haï,il eut haï,nous eûmes haï,vous eûtes haï,ils eurent haï
haïr Impératif Présent,,tu hais,,nous haïssons,vous haïssez,
haïr Infinitif Présent,je haïr,tu haïr,il haïr,nous haïr,vous haïr,ils haïr
haïr Participe Présent,je haïssant,tu haïssant,il haïssant,nous haïssant,vous haïssant,ils haïssant
haïr Participe Passé,je haï,tu haï,il haï,nous haï,vous haï,ils haï

promouvoir Présent,je promeus,tu promeus,il promeut,nous promouvons,vous promouvez,ils promeuvent
promouvoir Passé Composé,j'ai promu,tu as promu,il a promu,nous avons promu,vous avez promu,ils ont promu
promouvoir Imparfait,je promouvais,tu promouvais,il promouvait,nous promouvions,vous promouviez,ils promouvaient
promouvoir Plus-que-parfait,j'avais promu,tu avais promu,il avait promu,nous avions promu,vous aviez promu,ils avaient promu
promouvoir Futur Simple,je promouvrai,tu promouvras,il promouvra,nous promouvrons,vous promouvrez,ils promouvront
promouvoir Futur Antérieur,j'aurai promu,tu auras promu,il aura promu,nous aurons promu,vous aurez promu,ils auront promu
promouvoir Conditionnel Présent,je promouvrais,tu promouvrais,il promouvrait,nous promouvrions,vous promouvriez,ils promouvraient
promouvoir Conditionnel Passé,j'aurais promu,tu aurais promu,il aurait promu,nous aurions promu,vous auriez promu,ils auraient promu
promouvoir Subjonctif Présent,que je promeuve,que tu promeuves,qu'il promeuve,que nous promouvions,que vous promouviez,qu'ils promeuvent
promouvoir Subjonctif Passé,que j'aie promu,que tu aies promu,qu'il ait promu,que nous ayons promu,que vous ayez promu,qu'ils aient promu
promouvoir Subjonctif Imparfait,que je promusse,que tu promusses,qu'il promût,que nous promussions,que vous promussiez,qu'ils promussent
promouvoir Subjonctif Plus-que-parfait,que j'eusse promu,que tu eusses promu,qu'il eût promu,que nous eussions promu,que vous eussiez promu,qu'ils eussent promu
promouvoir Passé simple,je promus,tu promus,il promut,nous promûmes,vous promûtes,ils promurent
promouvoir Passé Antérieur,j'eus promu,tu eus promu,il eut promu,nous eûmes promu,vous eûtes promu,ils eurent promu
promouvoir Impératif Présent,,tu promeus,,nous promouvons,vous promouvez,
promouvoir Infinitif Présent,je promouvoir,tu promouvoir,il promouvoir,nous promouvoir,vous promouvoir,ils promouvoir
promouvoir Participe Présent,je promouvant,tu promouvant,il promouvant,nous promouvant,vous promouvant,ils promouvant
promouvoir Participe Passé,je promu,tu promu,il promu,nous promu,vous promu,ils promu

ouvrir Présent,j'ouvre,tu ouvres,il ouvre,nous ouvrons,vous ouvrez,ils ouvrent
ouvrir Passé Composé,j'ai ouvert,tu as ouvert,il a ouvert,nous avons ouvert,vous avez ouvert,ils ont ouvert
ouvrir Imparfait,j'ouvrais,tu ouvrais,il ouvrait,nous ouvrions,vous ouvriez,ils ouvraient
ouvrir Plus-que-parfait,j'avais ouvert,tu avais ouvert,il avait ouvert,nous avions ouvert,vous aviez ouvert,ils avaient ouvert
ouvrir Futur Simple,j'ouvrirai,tu ouvriras,il ouvrira,nous ouvrirons,vous ouvrirez,ils ouvriront
ouvrir Futur Antérieur,j'aurai ouvert,tu auras ouvert,il aura ouvert,nous aurons ouvert,vous aurez ouvert,ils auront ouvert
ouvrir Conditionnel Présent,j'ouvrirais,tu ouvrirais,il ouvrirait,nous ouvririons,vous ouvririez,ils ouvriraient
ouvrir Conditionnel Passé,j'aurais ouvert,tu aurais ouvert,il aurait ouvert,nous aurions ouvert,vous auriez ouvert,ils auraient ouvert
ouvrir Subjonctif Présent,que j'ouvre,que tu ouvres,qu'il ouvre,que nous ouvrions,que vous ouvriez,qu'ils ouvrent
ouvrir Subjonctif Passé,que j'aie ouvert,que tu aies ouvert,qu'il ait ouvert,que nous ayons ouvert,que vous ayez ouvert,qu'ils aient ouvert
ouvrir Subjonctif Imparfait,que j'ouvrisse,que tu ouvrisses,qu'il ouvrît,que nous ouvrissions,que vous ouvrissiez,qu'ils ouvrissent
ouvrir Subjonctif Plus-que-parfait,que j'eusse ouvert,que tu eusses ouvert,qu'il eût ouvert,que nous eussions ouvert,que vous eussiez ouvert,qu'ils eussent ouvert
ouvrir Passé simple,j'ouvris,tu ouvris,il ouvrit,nous ouvrîmes,vous ouvrîtes,ils ouvrirent
ouvrir Passé Antérieur,j'eus ouvert,tu eus ouvert,il eut ouvert,nous eûmes ouvert,vous eûtes ouvert,ils eurent ouvert
ouvrir Impératif Présent,,tu ouvre,,nous ouvrons,vous ouvrez,
ouvrir Infinitif Présent,j'ouvrir,tu ouvrir,il ouvrir,nous ouvrir,vous ouvrir,ils ouvrir
ouvrir Participe Présent,j'ouvrant,tu ouvrant,il ouvrant,nous ouvrant,vous ouvrant,ils ouvrant
ouvrir Participe Passé,j'ouvert,tu ouvert,il ouvert,nous ouvert,vous ouvert,ils ouvert

pleuvoir Présent,,,il pleut,,,
pleuvoir Passé Composé,j'ai plu,tu as plu,il a plu,nous avons plu,vous avez plu,ils ont plu
pleuvoir Imparfait,,,il pleuvait,,,
pleuvoir Plus-que-parfait,j'avais plu,tu avais plu,il avait plu,nous avions plu,vous aviez plu,ils avaient plu
pleuvoir Futur Simple,,,il pleuvra,,,
pleuvoir Futur Antérieur,j'aurai plu,tu auras plu,il aura plu,nous aurons plu,vous aurez plu,ils auront plu
pleuvoir Conditionnel Présent,,,il pleuvrait,,,
pleuvoir Conditionnel Passé,j'aurais plu,tu aurais plu,il aurait plu,nous aurions plu,vous auriez plu,ils auraient plu
pleuvoir Subjonctif Présent,,,qu'il pleuve,,,
pleuvoir Subjonctif Passé,que j'aie plu,que tu aies plu,qu'il ait plu,que nous ayons plu,que vous ayez plu,qu'ils aient plu
pleuvoir Subjonctif Imparfait,,,qu'il plût,,,
pleuvoir Subjonctif Plus-que-parfait,que j'eusse plu,que tu eusses plu,qu'il eût plu,que nous eussions plu,que vous eussiez plu,qu'ils eussent plu
pleuvoir Passé simple,,,il plut,,,
pleuvoir Passé Antérieur,j'eus plu,tu eus plu,il eut plu,nous eûmes plu,vous eûtes plu,ils eurent plu
pleuvoir Impératif Présent,,,,,,
pleuvoir Infinitif Présent,je pleuvoir,tu pleuvoir,il pleuvoir,nous pleuvoir,vous pleuvoir,ils pleuvoir
pleuvoir Participe Présent,je pleuvant,tu pleuvant,il pleuvant,nous pleuvant,vous pleuvant,ils pleuvant
pleuvoir Participe Passé,je plu,tu plu,il plu,nous plu,vous plu,ils plu

pourvoir Présent,je pourvois,tu pourvois,il pourvoit,nous pourvoyons,vous pourvoyez,ils pourvoient
pourvoir Passé Composé,j'ai pourvu,tu as pourvu,il a pourvu,nous avons pourvu,vous avez pourvu,ils ont pourvu
pourvoir Imparfait,je pourvoyais,tu pourvoyais,il pourvoyait,nous pourvoyions,vous pourvoyiez,ils pourvoyaient
pourvoir Plus-que-parfait,j'avais pourvu,tu avais pourvu,il avait pourvu,nous avions pourvu,vous aviez pourvu,ils avaient pourvu
pourvoir Futur Simple,je pourvoirai,tu pourvoiras,il pourvoira,nous pourvoirons,vous pourvoirez,ils pourvoiront
pourvoir Futur Antérieur,j'aurai pourvu,tu auras pourvu,il aura pourvu,nous aurons pourvu,vous aurez pourvu,ils auront pourvu
pourvoir Conditionnel Présent,je pourvoirais,tu pourvoirais,il pourvoirait,nous pourvoirions,vous pourvoiriez,ils pourvoiraient
