ortho	lemme	cgram
utilisai	utiliser	VER
utilisaient	utiliser	VER
utilisais	utiliser	VER
utilisait	utiliser	VER
utilisant	utiliser	VER
utilisateur	utilisateur	NAM
utilisateurs	utilisateur	NAM
utilisation	utilisation	NAM
utilisations	utilisation	NAM
utilisatrice	utilisateur	NAM
utilise	utiliser	VER
utilisent	utiliser	VER
utiliser	utiliser	VER
utilisera	utiliser	VER
utiliserai	utiliser	VER
utiliseraient	utiliser	VER
utiliserais	utiliser	VER
utiliserait	utiliser	VER
utiliseras	utiliser	VER
utiliserez	utiliser	VER
utiliseriez	utiliser	VER
utiliserions	utiliser	VER
utiliserons	utiliser	VER
utiliseront	utiliser	VER
utilises	utiliser	VER
utilisez	utiliser	VER
utilisiez	utiliser	VER
utilisions	utiliser	VER
utilisons	utiliser	VER
utilisât	utiliser	VER
utilisèrent	utiliser	VER
utilisé	utiliser	VER
utilisé	utilisé	ADJ
utilisée	utiliser	VER
utilisée	utilisé	ADJ
utilisées	utiliser	VER
utilisées	utilisé	ADJ
utilisés	utiliser	VER
utilisés	utilisé	ADJ
utilitaire	utilitaire	ADJ
utilitaire	utilitaire	NAM
utilitaires	utilitaire	ADJ
utilitaires	utilitaire	NAM
utilitarisme	utilitarisme	NAM
utilité	utilité	NAM
utilités	utilité	NAM
utopie	utopie	NAM
utopies	utopie	NAM
utopique	utopique	ADJ
utopiques	utopique	ADJ
utopiste	utopiste	NAM
utopistes	utopiste	NAM
utérin	utérin	ADJ
utérine	utérin	ADJ
utérines	utérin	ADJ
utérins	utérin	ADJ
utérus	utérus	NAM
uxorilocal	uxorilocal	ADJ
v	v	ADJ:num
v	v	NAM
va	aller	VER
va	va	NAM
va-et-vient	va-et-vient	NAM
va-tout	va-tout	NAM
vacance	vacance	NAM
vacances	vacance	NAM
vacancier	vacancier	NAM
vacanciers	vacancier	NAM
vacancière	vacancier	NAM
vacancières	vacancier	NAM
vacant	vacant	ADJ
vacante	vacant	ADJ
vacantes	vacant	ADJ
vacants	vacant	ADJ
vacarme	vacarme	NAM
vacarmes	vacarme	NAM
vacataire	vacataire	NAM
vacation	vacation	NAM
vacations	vacation	NAM
vaccin	vaccin	NAM
vaccinal	vaccinal	ADJ
vaccinant	vaccinant	ADJ
vaccination	vaccination	NAM
vaccinations	vaccination	NAM
vaccine	vaccine	NAM
vaccine	vacciner	VER
vaccinent	vacciner	VER
vacciner	vacciner	VER
vaccins	vaccin	NAM
vacciné	vacciner	VER
vacciné	vacciné	ADJ
vaccinée	vacciner	VER
vaccinée	vacciné	ADJ
vaccinées	vacciner	VER
vaccinés	vacciner	VER
vaccinés	vacciné	ADJ
vachard	vachard	ADJ
vacharde	vachard	ADJ
vachardes	vachard	ADJ
vachardise	vachardise	NAM
vachards	vachard	ADJ
vache	vache	ADJ
vache	vache	NAM
vachement	vachement	ADV
vacher	vacher	NAM
vacherie	vacherie	NAM
vacheries	vacherie	NAM
vacherin	vacherin	NAM
vachers	vacher	NAM
vaches	vache	ADJ
vaches	vache	NAM
vachette	vachette	NAM
vachettes	vachette	NAM
vachère	vachère	NAM
vachères	vachère	NAM
vacilla	vaciller	VER
vacillai	vaciller	VER
vacillaient	vaciller	VER
vacillait	vaciller	VER
vacillant	vacillant	ADJ
vacillant	vaciller	VER
vacillante	vacillant	ADJ
vacillantes	vacillant	ADJ
vacillants	vacillant	ADJ
vacillations	vacillation	NAM
vacille	vaciller	VER
vacillement	vacillement	NAM
vacillent	vaciller	VER
vaciller	vaciller	VER
vacillât	vaciller	VER
vacillèrent	vaciller	VER
vacillé	vaciller	VER
vacuité	vacuité	NAM
vacuole	vacuole	NAM
vacuolisation	vacuolisation	NAM
vacuum	vacuum	NAM
vade retro	vade retro	ADV
vadrouillais	vadrouiller	VER
vadrouillait	vadrouiller	VER
vadrouille	vadrouille	NAM
vadrouille	vadrouiller	VER
vadrouillent	vadrouiller	VER
vadrouiller	vadrouiller	VER
vadrouilles	vadrouille	NAM
vadrouilles	vadrouiller	VER
vadrouilleur	vadrouilleur	NAM
vadrouilleurs	vadrouilleur	NAM
vadrouilleuse	vadrouilleur	NAM
vadrouilleuses	vadrouilleur	NAM
vadrouillez	vadrouiller	VER
vadrouillé	vadrouiller	VER
vae soli	vae soli	ADV
vae victis	vae victis	ADV
vagabond	vagabond	ADJ
vagabond	vagabond	NAM
vagabonda	vagabonder	VER
vagabondage	vagabondage	NAM
vagabondages	vagabondage	NAM
vagabondaient	vagabonder	VER
vagabondais	vagabonder	VER
vagabondait	vagabonder	VER
vagabondant	vagabonder	VER
vagabonde	vagabond	ADJ
vagabonde	vagabond	NAM
vagabonde	vagabonder	VER
vagabondent	vagabonder	VER
vagabonder	vagabonder	VER
vagabondes	vagabond	ADJ
vagabondes	vagabond	NAM
vagabondes	vagabonder	VER
vagabondiez	vagabonder	VER
vagabonds	vagabond	ADJ
vagabonds	vagabond	NAM
vagabondèrent	vagabonder	VER
vagabondé	vagabonder	VER
vagal	vagal	ADJ
vagi	vagir	VER
vagin	vagin	NAM
vaginal	vaginal	ADJ
vaginale	vaginal	ADJ
vaginales	vaginal	ADJ
vaginaux	vaginal	ADJ
vaginite	vaginite	NAM
vagins	vagin	NAM
vagir	vagir	VER
vagis	vagir	VER
vagissaient	vagir	VER
vagissais	vagir	VER
vagissait	vagir	VER
vagissant	vagir	VER
vagissant	vagissant	ADJ
vagissement	vagissement	NAM
vagissements	vagissement	NAM
vagissent	vagir	VER
vagissons	vagir	VER
vagit	vagir	VER
vagotomie	vagotomie	NAM
vagua	vaguer	VER
vaguait	vaguer	VER
vaguant	vaguer	VER
vague	vague	ADJ
vague	vague	NAM
vague	vaguer	VER
vaguelette	vaguelette	NAM
vaguelettes	vaguelette	NAM
vaguement	vaguement	ADV
vaguemestre	vaguemestre	NAM
vaguent	vaguer	VER
vaguer	vaguer	VER
vagues	vague	ADJ
vagues	vague	NAM
vahiné	vahiné	NAM
vahinés	vahiné	NAM
vaillamment	vaillamment	ADV
vaillance	vaillance	NAM
vaillant	vaillant	ADJ
vaillante	vaillant	ADJ
vaillantes	vaillant	ADJ
vaillants	vaillant	ADJ
vaille	valoir	VER
vaillent	valoir	VER
vain	vain	ADJ
vainc	vaincre	VER
vaincra	vaincre	VER
vaincrai	vaincre	VER
vaincraient	vaincre	VER
vaincrais	vaincre	VER
vaincrait	vaincre	VER
vaincras	vaincre	VER
vaincre	vaincre	VER
vaincrez	vaincre	VER
vaincrons	vaincre	VER
vaincront	vaincre	VER
vaincs	vaincre	VER
vaincu	vaincre	VER
vaincu	vaincu	ADJ
vaincu	vaincu	NAM
vaincue	vaincre	VER
vaincue	vaincu	ADJ
vaincue	vaincu	NAM
vaincues	vaincre	VER
vaincues	vaincu	ADJ
vaincues	vaincu	NAM
vaincus	vaincre	VER
vaincus	vaincu	ADJ
vaincus	vaincu	NAM
vaine	vain	ADJ
vainement	vainement	ADV
vaines	vain	ADJ
vainquant	vaincre	VER
vainquent	vaincre	VER
vainqueur	vainqueur	ADJ
vainqueur	vainqueur	NAM
vainqueurs	vainqueur	ADJ
vainqueurs	vainqueur	NAM
vainquez	vaincre	VER
vainquions	vaincre	VER
vainquirent	vaincre	VER
vainquit	vaincre	VER
vainquons	vaincre	VER
vains	vain	ADJ
vair	vair	NAM
vairon	vairon	ADJ
vairon	vairon	NAM
vairons	vairon	ADJ
vairons	vairon	NAM
vais	aller	VER
vaisseau	vaisseau	NAM
vaisseau-amiral	vaisseau-amiral	NAM
vaisseaux	vaisseau	NAM
vaisselier	vaisselier	NAM
vaisseliers	vaisselier	NAM
vaisselle	vaisselle	NAM
vaisselles	vaisselle	NAM
val	val	NAM
valable	valable	ADJ
valablement	valablement	ADV
valables	valable	ADJ
valaient	valoir	VER
valais	valoir	VER
valait	valoir	VER
valant	valoir	VER
valaque	valaque	NAM
valdingua	valdinguer	VER
valdingue	valdinguer	VER
valdinguer	valdinguer	VER
valdingues	valdinguer	VER
valdingué	valdinguer	VER
valdingués	valdinguer	VER
valdôtains	valdôtain	NAM
valence	valence	NAM
valencien	valencien	NAM
valencienne	valencien	NAM
valent	valoir	VER
valentin	valentin	NAM
valentine	valentin	NAM
valentinien	valentinien	NAM
valet	valet	NAM
valetaille	valetaille	NAM
valeter	valeter	VER
valets	valet	NAM
valeur	valeur	NAM
valeur-refuge	valeur-refuge	NAM
valeureuse	valeureux	ADJ
valeureusement	valeureusement	ADV
valeureuses	valeureux	ADJ
valeureux	valeureux	ADJ
valeurs	valeur	NAM
valez	valoir	VER
valgus	valgus	ADJ
valida	valider	VER
validait	valider	VER
validant	valider	VER
validation	validation	NAM
valide	valide	ADJ
valide	valider	VER
valident	valider	VER
valider	valider	VER
valideront	valider	VER
valides	valide	ADJ
validité	validité	NAM
validé	valider	VER
validé	validé	ADJ
validé	validé	NAM
validée	valider	VER
validée	validé	ADJ
valiez	valoir	VER
valions	valoir	VER
valise	valise	NAM
valises	valise	NAM
valisé	valiser	VER
valkyries	valkyrie	NAM
valleuse	valleuse	NAM
vallon	vallon	NAM
vallonnaient	vallonner	VER
vallonnait	vallonner	VER
vallonnement	vallonnement	NAM
vallonnements	vallonnement	NAM
vallonner	vallonner	VER
vallonné	vallonné	ADJ
vallonnée	vallonner	VER
vallonnée	vallonné	ADJ
vallonnées	vallonné	ADJ
vallonnés	vallonné	ADJ
vallons	vallon	NAM
vallée	vallée	NAM
vallées	vallée	NAM
valoche	valoche	NAM
valoches	valoche	NAM
valoir	valoir	VER
valons	valoir	VER
valorisait	valoriser	VER
valorisant	valorisant	ADJ
valorisante	valorisant	ADJ
valorisation	valorisation	NAM
valorise	valoriser	VER
valoriser	valoriser	VER
valorisez	valoriser	VER
valorisé	valoriser	VER
valorisée	valoriser	VER
valorisés	valoriser	VER
valpolicella	valpolicella	NAM
vals	val	NAM
valsa	valser	VER
valsaient	valser	VER
valsait	valser	VER
valsant	valser	VER
valse	valse	NAM
valse	valser	VER
valse-hésitation	valse-hésitation	NAM
valsent	valser	VER
valser	valser	VER
valsera	valser	VER
valses	valse	NAM
valses	valser	VER
valses-hésitations	valse-hésitation	NAM
valseur	valseur	NAM
valseurs	valseur	NAM
valseuse	valseur	NAM
valseuses	valseur	NAM
valsez	valser	VER
valsons	valser	VER
valsèrent	valser	VER
valsé	valser	VER
valu	valoir	VER
value	valoir	VER
values	valoir	VER
valurent	valoir	VER
valut	valoir	VER
valve	valve	NAM
valves	valve	NAM
valvulaires	valvulaire	ADJ
valvule	valvule	NAM
valériane	valériane	NAM
valétudinaire	valétudinaire	ADJ
valût	valoir	VER
vamp	vamp	NAM
vamp-club	vamp-club	NAM
vampe	vamper	VER
vamper	vamper	VER
vampire	vampire	NAM
vampires	vampire	NAM
vampirique	vampirique	ADJ
vampirisant	vampiriser	VER
vampirise	vampiriser	VER
vampirisme	vampirisme	NAM
vampirisé	vampiriser	VER
vampirisée	vampiriser	VER
vampirisées	vampiriser	VER
vamps	vamp	NAM
vampé	vamper	VER
van	van	NAM
vanadium	vanadium	NAM
vandale	vandale	ADJ
vandale	vandale	NAM
vandales	vandale	ADJ
vandales	vandale	NAM
vandalisent	vandaliser	VER
vandaliser	vandaliser	VER
vandalisme	vandalisme	NAM
vandalisé	vandaliser	VER
vandoises	vandoise	NAM
vanille	vanille	NAM
vanillé	vanillé	ADJ
vanillée	vanillé	ADJ
vanillées	vanillé	ADJ
vaniteuse	vaniteux	ADJ
vaniteuse	vaniteux	NAM
vaniteusement	vaniteusement	ADV
vaniteuses	vaniteux	ADJ
vaniteux	vaniteux	ADJ
vaniteux	vaniteux	NAM
vanity-case	vanity-case	NAM
vanité	vanité	NAM
vanités	vanité	NAM
vanna	vanner	VER
vannais	vanner	VER
vannait	vanner	VER
vanne	vanne	NAM
vanne	vanner	VER
vanneau	vanneau	NAM
vanneaux	vanneau	NAM
vannent	vanner	VER
vanner	vanner	VER
vannerie	vannerie	NAM
vanneries	vannerie	NAM
vannes	vanne	NAM
vannes	vanner	VER
vanneur	vanneur	NAM
vanneurs	vanneur	NAM
vannier	vannier	NAM
vanniers	vannier	NAM
vannières	vannière	NAM
vannèrent	vanner	VER
vanné	vanner	VER
vanné	vanné	ADJ
vannée	vanner	VER
vannée	vanné	ADJ
vannés	vanner	VER
vans	van	NAM
vanta	vanter	VER
vantai	vanter	VER
vantaient	vanter	VER
vantail	vantail	NAM
vantais	vanter	VER
vantait	vanter	VER
vantant	vanter	VER
vantard	vantard	ADJ
vantard	vantard	NAM
vantarde	vantard	ADJ
vantarde	vantard	NAM
vantardes	vantard	ADJ
vantardise	vantardise	NAM
vantardises	vantardise	NAM
vantards	vantard	ADJ
vantards	vantard	NAM
vantaux	vantail	NAM
vante	vanter	VER
vantent	vanter	VER
vanter	vanter	VER
vantera	vanter	VER
vanterai	vanter	VER
vanterais	vanter	VER
vanterait	vanter	VER
vanteras	vanter	VER
vanterie	vanterie	NAM
vanteries	vanterie	NAM
vanteront	vanter	VER
vantes	vanter	VER
vantez	vanter	VER
vantiez	vanter	VER
vantions	vanter	VER
vantons	vanter	VER
vantât	vanter	VER
vanté	vanter	VER
vantée	vanter	VER
vantées	vanter	VER
vantés	vanter	VER
vape	vape	NAM
vapes	vape	NAM
vapeur	vapeur	NAM
vapeurs	vapeur	NAM
vaporetto	vaporetto	NAM
vaporeuse	vaporeux	ADJ
vaporeuses	vaporeux	ADJ
vaporeux	vaporeux	ADJ
vaporisa	vaporiser	VER
vaporisais	vaporiser	VER
vaporisait	vaporiser	VER
vaporisant	vaporiser	VER
vaporisateur	vaporisateur	NAM
vaporisateurs	vaporisateur	NAM
vaporisation	vaporisation	NAM
vaporisations	vaporisation	NAM
vaporise	vaporiser	VER
vaporiser	vaporiser	VER
vaporiserait	vaporiser	VER
vaporises	vaporiser	VER
vaporisez	vaporiser	VER
vaporisé	vaporiser	VER
vaporisée	vaporiser	VER
vaps	vaps	NAM
vaquai	vaquer	VER
vaquaient	vaquer	VER
vaquais	vaquer	VER
vaquait	vaquer	VER
vaquant	vaquer	VER
vaque	vaquer	VER
vaquent	vaquer	VER
vaquer	vaquer	VER
vaquerait	vaquer	VER
vaquero	vaquero	NAM
vaqueros	vaquero	NAM
vaquions	vaquer	VER
vaquons	vaquer	VER
vaqué	vaquer	VER
var	var	NAM
vara	vara	ADJ
varan	varan	NAM
varans	varan	NAM
varappe	varappe	NAM
varapper	varapper	VER
varappeur	varappeur	NAM
varech	varech	NAM
varechs	varech	NAM
varenne	varenne	NAM
varennes	varenne	NAM
vareuse	vareuse	NAM
vareuses	vareuse	NAM
varia	varia	NAM
variabilité	variabilité	NAM
variable	variable	ADJ
variable	variable	NAM
variables	variable	ADJ
variables	variable	NAM
variaient	varier	VER
variais	varier	VER
variait	varier	VER
variance	variance	NAM
variant	variant	ADJ
variant	varier	VER
variante	variant	ADJ
variante	variante	NAM
variantes	variant	ADJ
variantes	variante	NAM
variateur	variateur	NAM
variation	variation	NAM
variations	variation	NAM
varice	varice	NAM
varicelle	varicelle	NAM
varices	varice	NAM
varie	varier	VER
varient	varier	VER
varier	varier	VER
varierai	varier	VER
varieraient	varier	VER
varierait	varier	VER
varieront	varier	VER
variole	variole	NAM
variorum	variorum	NAM
variqueuses	variqueux	ADJ
variqueux	variqueux	ADJ
variât	varier	VER
varié	varier	VER
varié	varié	ADJ
variée	varier	VER
variée	varié	ADJ
variées	varier	VER
variées	varié	ADJ
variés	varier	VER
variés	varié	ADJ
variétal	variétal	ADJ
variété	variété	NAM
variétés	variété	NAM
varlet	varlet	NAM
varlope	varlope	NAM
varon	varon	NAM
varsovien	varsovien	NAM
vas	aller	VER
vasa	vaser	VER
vasais	vasais	NAM
vasait	vaser	VER
vasards	vasard	ADJ
vasculaire	vasculaire	ADJ
vasculaires	vasculaire	ADJ
vascularisé	vascularisé	ADJ
vasculo-nerveux	vasculo-nerveux	NAM
vase	vase	NAM
vasectomie	vasectomie	NAM
vaseline	vaseline	NAM
vaseliner	vaseliner	VER
vaselinez	vaseliner	VER
vaseliné	vaseliner	VER
vaser	vaser	VER
vases	vase	NAM
vaseuse	vaseux	ADJ
vaseuses	vaseux	ADJ
vaseux	vaseux	ADJ
vasistas	vasistas	NAM
vasière	vasière	NAM
vasières	vasière	NAM
vasoconstricteur	vasoconstricteur	ADJ
vasoconstriction	vasoconstriction	NAM
vasodilatateur	vasodilatateur	ADJ
vasodilatation	vasodilatation	NAM
vasomoteurs	vasomoteur	ADJ
vasopressine	vasopressine	NAM
vasouillard	vasouillard	ADJ
vasouillarde	vasouillard	ADJ
vasouille	vasouiller	VER
vasouiller	vasouiller	VER
vasouilles	vasouiller	VER
vasque	vasque	NAM
vasques	vasque	NAM
vassal	vassal	NAM
vassale	vassal	NAM
vassalité	vassalité	NAM
vassaux	vassal	NAM
vaste	vaste	ADJ
vastes	vaste	ADJ
vastitude	vastitude	NAM
vastitudes	vastitude	NAM
vastité	vastité	NAM
vater	vater	NAM
vaticane	vaticane	ADJ
vaticanesque	vaticanesque	ADJ
vaticinait	vaticiner	VER
vaticinant	vaticiner	VER
vaticination	vaticination	NAM
vaticinations	vaticination	NAM
vaticine	vaticiner	VER
vaticiner	vaticiner	VER
vatères	vatère	NAM
vau	vau	NAM
vau-l'eau	vau-l'eau	NAM
vauclusien	vauclusien	ADJ
vauclusiennes	vauclusien	ADJ
vaudeville	vaudeville	NAM
vaudevilles	vaudeville	NAM
vaudevillesque	vaudevillesque	ADJ
vaudevillesques	vaudevillesque	ADJ
vaudois	vaudois	ADJ
vaudois	vaudois	NAM
vaudoise	vaudois	ADJ
vaudou	vaudou	ADJ
vaudou	vaudou	NAM
vaudoue	vaudou	ADJ
vaudoues	vaudou	ADJ
vaudouisme	vaudouisme	NAM
vaudous	vaudou	ADJ
vaudous	vaudou	NAM
vaudra	valoir	VER
vaudrai	valoir	VER
vaudraient	valoir	VER
vaudrais	valoir	VER
vaudrait	valoir	VER
vaudras	valoir	VER
vaudrez	valoir	VER
vaudrions	valoir	VER
vaudrons	valoir	VER
vaudront	valoir	VER
vaurien	vaurien	NAM
vaurienne	vaurien	NAM
vauriens	vaurien	NAM
vaut	valoir	VER
vautour	vautour	NAM
vautours	vautour	NAM
vautra	vautrer	VER
vautraient	vautrer	VER
vautrais	vautrer	VER
vautrait	vautrer	VER
vautrant	vautrer	VER
vautre	vautre	NAM
vautre	vautrer	VER
vautrent	vautrer	VER
vautrer	vautrer	VER
vautreraient	vautrer	VER
vautrerais	vautrer	VER
vautrez	vautrer	VER
vautrèrent	vautrer	VER
vautré	vautrer	VER
vautré	vautré	ADJ
vautrée	vautrer	VER
vautrée	vautré	ADJ
vautrées	vautrer	VER
vautrées	vautré	ADJ
vautrés	vautrer	VER
vautrés	vautré	ADJ
vauvert	vauvert	NAM
vaux	val	NAM
vaux	valoir	VER
vauxhall	vauxhall	NAM
veau	veau	NAM
veaux	veau	NAM
vecteur	vecteur	ADJ
vecteur	vecteur	NAM
vecteurs	vecteur	ADJ
vecteurs	vecteur	NAM
vectoriel	vectoriel	ADJ
vectorielle	vectoriel	ADJ
vedettariat	vedettariat	NAM
vedette	vedette	NAM
vedettes	vedette	NAM
veilla	veiller	VER
veillai	veiller	VER
veillaient	veiller	VER
veillais	veiller	VER
veillait	veiller	VER
veillant	veiller	VER
veille	veille	NAM
veille	veiller	VER
veillent	veiller	VER
veiller	veiller	VER
veillera	veiller	VER
veillerai	veiller	VER
veillerais	veiller	VER
veillerait	veiller	VER
veilleras	veiller	VER
veillerez	veiller	VER
veillerons	veiller	VER
veilleront	veiller	VER
veilles	veille	NAM
veilles	veiller	VER
veilleur	veilleur	NAM
veilleurs	veilleur	NAM
veilleuse	veilleuse	NAM
veilleuses	veilleuse	NAM
veillez	veiller	VER
veillions	veiller	VER
veillons	veiller	VER
veillâmes	veiller	VER
veillât	veiller	VER
veillèrent	veiller	VER
veillé	veiller	VER
veillé	veillé	ADJ
veillée	veiller	VER
veillée	veillé	ADJ
veillée	veillée	NAM
veillées	veillé	ADJ
veillées	veillée	NAM
veillés	veiller	VER
veinaient	veiner	VER
veinait	veiner	VER
veinard	veinard	ADJ
veinard	veinard	NAM
veinarde	veinard	ADJ
veinarde	veinard	NAM
veinardes	veinard	ADJ
veinardes	veinard	NAM
veinards	veinard	ADJ
veinards	veinard	NAM
veine	veine	NAM
veinent	veiner	VER
veines	veine	NAM
veineuse	veineux	ADJ
veineux	veineux	ADJ
veinule	veinule	NAM
veinules	veinule	NAM
veinulé	veinulé	ADJ
veinures	veinure	NAM
veiné	veiner	VER
veiné	veiné	ADJ
veinée	veiner	VER
veinée	veiné	ADJ
veinées	veiner	VER
veinées	veiné	ADJ
veinés	veiner	VER
veinés	veiné	ADJ
velcro	velcro	NAM
veld	veld	NAM
veldt	veldt	NAM
vellave	vellave	ADJ
velléitaire	velléitaire	ADJ
velléité	velléité	NAM
velléités	velléité	NAM
velours	velours	NAM
veloutaient	velouter	VER
veloutait	velouter	VER
veloute	velouter	VER
veloutent	velouter	VER
velouter	velouter	VER
velouteuse	velouteux	ADJ
velouteux	velouteux	ADJ
velouté	velouter	VER
velouté	velouté	ADJ
velouté	velouté	NAM
veloutée	velouter	VER
veloutée	velouté	ADJ
veloutées	velouter	VER
veloutées	velouté	ADJ
veloutés	velouté	ADJ
veloutés	velouté	NAM
velte	velte	NAM
velu	velu	ADJ
velue	velu	ADJ
velues	velu	ADJ
velum	velum	NAM
velus	velu	ADJ
velux	velux	NAM
velvet	velvet	NAM
venaient	venir	VER
venais	venir	VER
venaison	venaison	NAM
venaisons	venaison	NAM
venait	venir	VER
venant	venant	NAM
venant	venir	VER
vend	vendre	VER
vendable	vendable	ADJ
vendables	vendable	ADJ
vendaient	vendre	VER
vendais	vendre	VER
vendait	vendre	VER
vendange	vendange	NAM
vendange	vendanger	VER
vendangeait	vendanger	VER
vendanger	vendanger	VER
vendanges	vendange	NAM
vendanges	vendanger	VER
vendangeur	vendangeur	NAM
vendangeurs	vendangeur	NAM
vendangeuses	vendangeur	NAM
vendangé	vendanger	VER
vendant	vendre	VER
vende	vendre	VER
vendent	vendre	VER
vendes	vendre	VER
vendetta	vendetta	NAM
vendettas	vendetta	NAM
vendeur	vendeur	NAM
vendeurs	vendeur	NAM
vendeuse	vendeur	NAM
vendeuses	vendeur	NAM
vendez	vendre	VER
vendiez	vendre	VER
vendions	vendre	VER
vendirent	vendre	VER
vendis	vendre	VER
vendisse	vendre	VER
